Rinkimai,Rinkimų rūšis,Rinkimų data,Apygardos Nr.,Apygardos pavadinimas,Kandidatų sąrašo Nr.,Kandidatų sąrašo pavadinimas,Kandidato Nr. sąraše,Kandidato vardas,Kandidato pavardė,Kandidato lytis,Kandidatą iškėlusi organizacija,Ar išrinktas?,Kiek kartų dalyvavo daugiamandatėje apygardoje,Kiek kartų dalyvavo vienmandatėje apygardoje,"Kiek kartų buvo
 išrinktas",Kada buvo išrinktas pirmą kartą,Kada buvo išrinktas paskutinį kartą
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,7,Justiniškių-Viršuliškių,8,Lietuvos lenkų rinkimų akcija - Krikščioniškų šeimų sąjunga,,EDITA,TAMOŠIŪNAITĖ,Moteris,Lietuvos lenkų rinkimų akcija - Krikščioniškų šeimų sąjunga,Neišrinktas,6,4,2,2015-03-22,2019-04-24
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,7,Justiniškių-Viršuliškių,2,Partija „Laisvė ir teisingumas“,,RENATA,TELINSKYTĖ,Moteris,Partija „Laisvė ir teisingumas“,Neišrinktas,0,1,0,,
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,7,Justiniškių-Viršuliškių,11,Partija LIETUVA – VISŲ,,VALDAS,VASILIAUSKAS,Vyras,Partija LIETUVA – VISŲ,Neišrinktas,1,3,1,2012-11-16,2012-11-16
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,7,Justiniškių-Viršuliškių,13,Lietuvos valstiečių ir žaliųjų sąjunga,,VIRGINIJA,VINGRIENĖ,Moteris,Lietuvos valstiečių ir žaliųjų sąjunga,Neišrinktas,1,4,1,2016-11-14,2016-11-14
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,8,Pilaitės-Karoliniškių,11,Partija LIETUVA – VISŲ,,SAULIUS,ARLAUSKAS,Vyras,Partija LIETUVA – VISŲ,Neišrinktas,4,1,0,,
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,8,Pilaitės-Karoliniškių,12,Lietuvos Respublikos liberalų sąjūdis,,EUGENIJUS,GENTVILAS,Vyras,Lietuvos Respublikos liberalų sąjūdis,Neišrinktas,14,6,5,2007-03-04,2016-11-14
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,8,Pilaitės-Karoliniškių,14,Lietuvos žaliųjų partija,,VYGAUDAS,JUOZAITIS,Vyras,Lietuvos žaliųjų partija,Neišrinktas,0,1,0,,
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,8,Pilaitės-Karoliniškių,2,Partija „Laisvė ir teisingumas“,,GIEDRIUS,KOMKA,Vyras,Partija „Laisvė ir teisingumas“,Neišrinktas,0,2,0,,
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,8,Pilaitės-Karoliniškių,5,Tėvynės sąjunga – Lietuvos krikščionys demokratai,,RADVILĖ,MORKŪNAITĖ-MIKULĖNIENĖ,Moteris,Tėvynės sąjunga – Lietuvos krikščionys demokratai,Neišrinktas,3,3,1,2016-11-14,2016-11-14
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,8,Pilaitės-Karoliniškių,17,Lietuvos socialdemokratų partija,,VAIDAS,NAVICKAS,Vyras,Lietuvos socialdemokratų partija,Neišrinktas,0,1,0,,
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,8,Pilaitės-Karoliniškių,3,Laisvės partija,,IEVA,PAKARKLYTĖ,Moteris,Laisvės partija,Neišrinktas,0,1,0,,
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,8,Pilaitės-Karoliniškių,16,Darbo partija,,SERGEJ,POPOV,Vyras,Darbo partija,Neišrinktas,3,1,0,,
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,8,Pilaitės-Karoliniškių,7,Nacionalinis susivienijimas,,VYTAUTAS,SINICA,Vyras,Nacionalinis susivienijimas,Neišrinktas,0,1,0,,
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,8,Pilaitės-Karoliniškių,13,Lietuvos valstiečių ir žaliųjų sąjunga,,SAULIUS,SKVERNELIS,Vyras,Lietuvos valstiečių ir žaliųjų sąjunga,Neišrinktas,1,2,1,2016-11-14,2016-11-14
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,8,Pilaitės-Karoliniškių,6,Centro partija - tautininkai,,GINTARAS,SONGAILA,Vyras,Centro partija - tautininkai,Neišrinktas,4,6,1,2008-10-12,2008-10-12
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,8,Pilaitės-Karoliniškių,15,Krikščionių sąjunga,,DALIA,TARAILIENĖ,Moteris,Krikščionių sąjunga,Neišrinktas,3,1,0,,
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,8,Pilaitės-Karoliniškių,8,Lietuvos lenkų rinkimų akcija - Krikščioniškų šeimų sąjunga,,JURIJUS,ZARANKA,Vyras,Lietuvos lenkų rinkimų akcija - Krikščioniškų šeimų sąjunga,Neišrinktas,5,1,0,,
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,9,Lazdynų,6,Centro partija - tautininkai,,ZENONAS,ANDRULĖNAS,Vyras,Centro partija - tautininkai,Neišrinktas,0,1,0,,
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,9,Lazdynų,13,Lietuvos valstiečių ir žaliųjų sąjunga,,VALENTINAS,BERŽIŪNAS,Vyras,Lietuvos valstiečių ir žaliųjų sąjunga,Neišrinktas,0,1,0,,
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,9,Lazdynų,17,Lietuvos socialdemokratų partija,,SAULIUS,ČAPLINSKAS,Vyras,Lietuvos socialdemokratų partija,Neišrinktas,1,1,0,,
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,9,Lazdynų,4,Lietuvos liaudies partija,,NENDRĖ,ČERNIAUSKIENĖ,Moteris,Lietuvos liaudies partija,Neišrinktas,0,1,0,,
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,9,Lazdynų,2,Partija „Laisvė ir teisingumas“,,REGIMANTAS,ČIUPAILA,Vyras,Partija „Laisvė ir teisingumas“,Neišrinktas,10,8,1,2010-06-15,2010-06-15
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,9,Lazdynų,15,Krikščionių sąjunga,,ANTANAS,DAINELIS,Vyras,Krikščionių sąjunga,Neišrinktas,0,1,0,,
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,9,Lazdynų,11,Partija LIETUVA – VISŲ,,GEDIMINAS,DAVULIS,Vyras,Partija LIETUVA – VISŲ,Neišrinktas,5,2,0,,
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,9,Lazdynų,7,Nacionalinis susivienijimas,,KĘSTUTIS,DUBNIKAS,Vyras,Nacionalinis susivienijimas,Neišrinktas,1,1,0,,
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,9,Lazdynų,8,Lietuvos lenkų rinkimų akcija - Krikščioniškų šeimų sąjunga,,JAROSLAV,KAMINSKI,Vyras,Lietuvos lenkų rinkimų akcija - Krikščioniškų šeimų sąjunga,Neišrinktas,6,5,3,2007-03-04,2015-03-22
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,9,Lazdynų,12,Lietuvos Respublikos liberalų sąjūdis,,VYTAS,LUŽYS,Vyras,Lietuvos Respublikos liberalų sąjūdis,Neišrinktas,1,1,0,,
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,9,Lazdynų,14,Lietuvos žaliųjų partija,,GVIDAS,MAZGELIS,Vyras,Lietuvos žaliųjų partija,Neišrinktas,2,1,0,,
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,9,Lazdynų,3,Laisvės partija,,DONALDA,MEIŽELYTĖ,Moteris,Laisvės partija,Neišrinktas,2,2,2,2008-10-12,2019-04-24
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,9,Lazdynų,16,Darbo partija,,ANDRIUS,SAVEIKIS,Vyras,Darbo partija,Neišrinktas,2,1,0,,
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,9,Lazdynų,5,Tėvynės sąjunga – Lietuvos krikščionys demokratai,,ALGIS,STRELČIŪNAS,Vyras,Tėvynės sąjunga – Lietuvos krikščionys demokratai,Neišrinktas,3,5,3,2011-02-27,2016-11-14
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,9,Lazdynų,9,Lietuvos socialdemokratų darbo partija,,SANDRA,ŽILIENĖ,Moteris,Lietuvos socialdemokratų darbo partija,Neišrinktas,1,1,0,,
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,10,Naujosios Vilnios,2,Partija „Laisvė ir teisingumas“,,JOLANTA,BENIULIENĖ,Moteris,Partija „Laisvė ir teisingumas“,Neišrinktas,2,1,0,,
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,10,Naujosios Vilnios,12,Lietuvos Respublikos liberalų sąjūdis,,RENATA,BORIS,Moteris,Lietuvos Respublikos liberalų sąjūdis,Neišrinktas,0,1,0,,
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,10,Naujosios Vilnios,3,Laisvės partija,,EVELINA,DOBROVOLSKA,Moteris,Laisvės partija,Neišrinktas,1,1,1,2020-01-22,2020-01-22
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,10,Naujosios Vilnios,15,Krikščionių sąjunga,,ARŪNAS,DZEDULIONIS,Vyras,Krikščionių sąjunga,Neišrinktas,0,1,0,,
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,10,Naujosios Vilnios,11,Partija LIETUVA – VISŲ,,RAIMUNDAS,MATULIS,Vyras,Partija LIETUVA – VISŲ,Neišrinktas,0,1,0,,
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,10,Naujosios Vilnios,5,Tėvynės sąjunga – Lietuvos krikščionys demokratai,,MONIKA,NAVICKIENĖ,Moteris,Tėvynės sąjunga – Lietuvos krikščionys demokratai,Neišrinktas,0,2,1,2016-11-14,2016-11-14
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,10,Naujosios Vilnios,17,Lietuvos socialdemokratų partija,,ALGIRDAS,PIENIUTA,Vyras,Lietuvos socialdemokratų partija,Neišrinktas,2,1,0,,
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,10,Naujosios Vilnios,8,Lietuvos lenkų rinkimų akcija - Krikščioniškų šeimų sąjunga,,ROMUALDA,POŠEVECKAJA,Moteris,Lietuvos lenkų rinkimų akcija - Krikščioniškų šeimų sąjunga,Neišrinktas,4,3,2,2015-03-22,2019-04-24
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,10,Naujosios Vilnios,13,Lietuvos valstiečių ir žaliųjų sąjunga,,ALGIRDAS,STONČAITIS,Vyras,Lietuvos valstiečių ir žaliųjų sąjunga,Neišrinktas,0,1,0,,
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,10,Naujosios Vilnios,9,Lietuvos socialdemokratų darbo partija,,EDUARDAS,ŠABLINSKAS,Vyras,Lietuvos socialdemokratų darbo partija,Neišrinktas,9,7,1,2012-11-16,2012-11-16
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,10,Naujosios Vilnios,14,Lietuvos žaliųjų partija,,DARIUS,ŠIMČIKAS,Vyras,Lietuvos žaliųjų partija,Neišrinktas,1,1,0,,
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,10,Naujosios Vilnios,16,Darbo partija,,SERGEJ,URSUL,Vyras,Darbo partija,Neišrinktas,3,4,3,2011-02-27,2019-04-24
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,11,Panerių-Grigiškių,11,Partija LIETUVA – VISŲ,,RIMAS,ANDRIKIS,Vyras,Partija LIETUVA – VISŲ,Neišrinktas,2,2,2,2015-03-22,2016-11-14
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,11,Panerių-Grigiškių,3,Laisvės partija,,RITA,BALČIŪNIENĖ,Moteris,Laisvės partija,Neišrinktas,5,1,1,2015-03-22,2015-03-22
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,11,Panerių-Grigiškių,17,Lietuvos socialdemokratų partija,,LINAS,BALSYS,Vyras,Lietuvos socialdemokratų partija,Neišrinktas,1,3,2,2012-11-16,2016-11-14
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,11,Panerių-Grigiškių,5,Tėvynės sąjunga – Lietuvos krikščionys demokratai,,AGNĖ,BILOTAITĖ,Moteris,Tėvynės sąjunga – Lietuvos krikščionys demokratai,Neišrinktas,1,6,4,2008-10-12,2016-11-14
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,11,Panerių-Grigiškių,8,Lietuvos lenkų rinkimų akcija - Krikščioniškų šeimų sąjunga,,RENATA,CYTACKA,Moteris,Lietuvos lenkų rinkimų akcija - Krikščioniškų šeimų sąjunga,Neišrinktas,5,4,2,2015-03-22,2019-04-24
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,11,Panerių-Grigiškių,14,Lietuvos žaliųjų partija,,VYDAS,GEDVILAS,Vyras,Lietuvos žaliųjų partija,Neišrinktas,4,6,3,2008-10-12,2012-11-16
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,11,Panerių-Grigiškių,6,Centro partija - tautininkai,,ANDREJ,KAŽURO,Vyras,Centro partija - tautininkai,Neišrinktas,0,1,0,,
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,11,Panerių-Grigiškių,9,Lietuvos socialdemokratų darbo partija,,TOMAS,KERŠIS,Vyras,Lietuvos socialdemokratų darbo partija,Neišrinktas,0,1,0,,
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,11,Panerių-Grigiškių,16,Darbo partija,,ARTŪRAS,SKARDŽIUS,Vyras,Darbo partija,Neišrinktas,4,6,2,2012-11-16,2016-11-14
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,11,Panerių-Grigiškių,12,Lietuvos Respublikos liberalų sąjūdis,,KAROLIS,STASIUKĖNAS,Vyras,Lietuvos Respublikos liberalų sąjūdis,Neišrinktas,3,1,0,,
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,11,Panerių-Grigiškių,2,Partija „Laisvė ir teisingumas“,,KRISTINA,ULEVIČIŪTĖ-ROGĖ,Moteris,Partija „Laisvė ir teisingumas“,Neišrinktas,2,3,0,,
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,11,Panerių-Grigiškių,13,Lietuvos valstiečių ir žaliųjų sąjunga,,LIUTAURAS,VIČKAČKA,Vyras,Lietuvos valstiečių ir žaliųjų sąjunga,Neišrinktas,0,1,0,,
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,11,Panerių-Grigiškių,15,Krikščionių sąjunga,,JONAS,VIESULAS,Vyras,Krikščionių sąjunga,Neišrinktas,2,1,0,,
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,12,Verkių,17,Lietuvos socialdemokratų partija,,VAIDA,BARANOVĖ,Moteris,Lietuvos socialdemokratų partija,Neišrinktas,0,1,0,,
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,12,Verkių,16,Darbo partija,,VYTAUTAS,GAPŠYS,Vyras,Darbo partija,Neišrinktas,2,3,2,2008-10-12,2012-11-16
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,12,Verkių,3,Laisvės partija,,GEDIMINAS,JAUNIUS,Vyras,Laisvės partija,Neišrinktas,2,2,2,2007-03-04,2019-04-24
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,12,Verkių,15,Krikščionių sąjunga,,REMIGIJUS,JUCEVIČIUS,Vyras,Krikščionių sąjunga,Neišrinktas,2,1,0,,
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,12,Verkių,8,Lietuvos lenkų rinkimų akcija - Krikščioniškų šeimų sąjunga,,HENRICH,KASPEROVIČ,Vyras,Lietuvos lenkų rinkimų akcija - Krikščioniškų šeimų sąjunga,Neišrinktas,7,2,0,,
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,12,Verkių,5,Tėvynės sąjunga – Lietuvos krikščionys demokratai,,DAINIUS,KREIVYS,Vyras,Tėvynės sąjunga – Lietuvos krikščionys demokratai,Neišrinktas,3,5,3,2008-11-14,2016-11-14
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,12,Verkių,13,Lietuvos valstiečių ir žaliųjų sąjunga,,ASTA,KUBILIENĖ,Moteris,Lietuvos valstiečių ir žaliųjų sąjunga,Neišrinktas,1,2,1,2016-11-14,2016-11-14
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,12,Verkių,12,Lietuvos Respublikos liberalų sąjūdis,,ARMINAS,LYDEKA,Vyras,Lietuvos Respublikos liberalų sąjūdis,Neišrinktas,6,6,2,2008-10-12,2014-07-01
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,12,Verkių,11,Partija LIETUVA – VISŲ,,RAMUNĖ,MERECKIENĖ,Moteris,Partija LIETUVA – VISŲ,Neišrinktas,0,1,0,,
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,12,Verkių,9,Lietuvos socialdemokratų darbo partija,,VYTAUTAS,MICKUS,Vyras,Lietuvos socialdemokratų darbo partija,Neišrinktas,1,1,0,,
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,12,Verkių,7,Nacionalinis susivienijimas,,ALEKSANDRAS,NEMUNAITIS,Vyras,Nacionalinis susivienijimas,Neišrinktas,3,1,0,,
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,12,Verkių,2,Partija „Laisvė ir teisingumas“,,DARIUS,RADKEVIČIUS,Vyras,Partija „Laisvė ir teisingumas“,Neišrinktas,1,1,1,2019-04-24,2019-04-24
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,12,Verkių,14,Lietuvos žaliųjų partija,,MARIJA,ŽUKOVSKIENĖ,Moteris,Lietuvos žaliųjų partija,Neišrinktas,4,3,0,,
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,13,Pašilaičių,2,Partija „Laisvė ir teisingumas“,,JOLANTA,BUTKEVIČIENĖ,Moteris,Partija „Laisvė ir teisingumas“,Neišrinktas,0,2,1,2019-04-12,2019-04-12
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,13,Pašilaičių,5,Tėvynės sąjunga – Lietuvos krikščionys demokratai,,VYTAUTAS,KERNAGIS,Vyras,Tėvynės sąjunga – Lietuvos krikščionys demokratai,Neišrinktas,0,2,1,2016-11-14,2016-11-14
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,13,Pašilaičių,12,Lietuvos Respublikos liberalų sąjūdis,,RAIMUNDAS,LOPATA,Vyras,Lietuvos Respublikos liberalų sąjūdis,Neišrinktas,0,1,0,,
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,13,Pašilaičių,7,Nacionalinis susivienijimas,,TOMAS,MATULEVIČIUS,Vyras,Nacionalinis susivienijimas,Neišrinktas,0,1,0,,
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,13,Pašilaičių,9,Lietuvos socialdemokratų darbo partija,,ALGIMANTAS,MATULEVIČIUS,Vyras,Lietuvos socialdemokratų darbo partija,Neišrinktas,4,8,0,,
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,13,Pašilaičių,3,Laisvės partija,,VYTAUTAS,MITALAS,Vyras,Laisvės partija,Neišrinktas,3,1,2,2015-03-22,2019-04-24
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,13,Pašilaičių,11,Partija LIETUVA – VISŲ,,JUOZAS,PETRONIS,Vyras,Partija LIETUVA – VISŲ,Neišrinktas,1,1,0,,
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,13,Pašilaičių,15,Krikščionių sąjunga,,ARŪNAS,RAULINAVIČIUS,Vyras,Krikščionių sąjunga,Neišrinktas,0,1,0,,
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,13,Pašilaičių,17,Lietuvos socialdemokratų partija,,VAIDAS,RUSYS,Vyras,Lietuvos socialdemokratų partija,Neišrinktas,2,1,0,,
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,13,Pašilaičių,16,Darbo partija,,VALDAS,SKARBALIUS,Vyras,Darbo partija,Neišrinktas,0,4,1,2012-11-16,2012-11-16
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,13,Pašilaičių,13,Lietuvos valstiečių ir žaliųjų sąjunga,,TAUTVYDAS,TAMULEVIČIUS,Vyras,Lietuvos valstiečių ir žaliųjų sąjunga,Neišrinktas,1,1,1,2015-03-08,2015-03-08
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,13,Pašilaičių,8,Lietuvos lenkų rinkimų akcija - Krikščioniškų šeimų sąjunga,,MIROSLAV,VOITIULEVIČ,Vyras,Lietuvos lenkų rinkimų akcija - Krikščioniškų šeimų sąjunga,Neišrinktas,0,1,0,,
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,13,Pašilaičių,14,Lietuvos žaliųjų partija,,EVALDAS,ŽALIUKAS,Vyras,Lietuvos žaliųjų partija,Neišrinktas,1,1,0,,
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,14,Šilainių,9,Lietuvos socialdemokratų darbo partija,,SALVIJA,BUZELIENĖ,Moteris,Lietuvos socialdemokratų darbo partija,Neišrinktas,1,1,0,,
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,14,Šilainių,15,Krikščionių sąjunga,,RIMANTAS JONAS,DAGYS,Vyras,Krikščionių sąjunga,Neišrinktas,3,8,2,2012-11-16,2016-11-14
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,14,Šilainių,14,Lietuvos žaliųjų partija,,KĘSTUTIS,GUMBRYS,Vyras,Lietuvos žaliųjų partija,Neišrinktas,2,2,0,,
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,14,Šilainių,2,Partija „Laisvė ir teisingumas“,,DARIUS,KUDIRKA,Vyras,Partija „Laisvė ir teisingumas“,Neišrinktas,3,2,0,,
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,14,Šilainių,6,Centro partija - tautininkai,,GEDIMINAS,MERKYS,Vyras,Centro partija - tautininkai,Neišrinktas,0,1,0,,
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,14,Šilainių,12,Lietuvos Respublikos liberalų sąjūdis,,RIMANTAS,MIKAITIS,Vyras,Lietuvos Respublikos liberalų sąjūdis,Neišrinktas,6,5,3,2007-03-04,2015-03-22
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,14,Šilainių,11,Partija LIETUVA – VISŲ,,JUOZAS,MURAUSKAS,Vyras,Partija LIETUVA – VISŲ,Neišrinktas,1,3,0,,
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,14,Šilainių,8,Lietuvos lenkų rinkimų akcija - Krikščioniškų šeimų sąjunga,,LEONIJA,PETRAUSKAITĖ,Moteris,Lietuvos lenkų rinkimų akcija - Krikščioniškų šeimų sąjunga,Neišrinktas,1,2,0,,
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,14,Šilainių,16,Darbo partija,,ROBERTAS,STANIONIS,Vyras,Darbo partija,Neišrinktas,5,3,0,,
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,14,Šilainių,17,Lietuvos socialdemokratų partija,,LAURYNAS,ŠEDVYDIS,Vyras,Lietuvos socialdemokratų partija,Neišrinktas,1,1,0,,
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,14,Šilainių,5,Tėvynės sąjunga – Lietuvos krikščionys demokratai,,JURGITA,ŠIUGŽDINIENĖ,Moteris,Tėvynės sąjunga – Lietuvos krikščionys demokratai,Neišrinktas,0,2,1,2019-04-16,2019-04-16
